,AROT_H,AROT_M,AROT_L,AROT_UM,AROT_J,AROT_S,DROT_H,DROT_M,DROT_L,DROT_UM,DROT_J,DROT_S
11116,,52.0,,,,,,47.0,,,,
11117,,57.0,,,,,,35.0,,,,
11118,,51.0,,,,,,25.0,,,,
11119,,57.0,,,,,,43.0,,,,
11120,,60.0,,,,,,32.0,,,,
11121,,49.0,,,,,,46.0,,,,
11122,,51.0,,,,,,30.0,,,,
11123,,55.0,,,,,,45.0,,,,
11124,,68.0,,,,,,23.0,,,,
11125,,58.0,,,,,,45.0,,,,
11126,,54.0,,,,,,43.0,,,,
11127,,58.0,,,,,,41.0,,,,
11128,,53.0,,,,,,46.0,,,,
11129,,51.0,,,,,,44.0,,,,
11130,,52.0,,,,,,44.0,,,,
11131,,63.0,,,,,,41.0,,,,
11132,,51.0,,,,,,35.0,,,,
11133,,56.0,,,,,,46.0,,,,
11134,,51.0,,,,,,31.0,,,,
11135,,52.0,,,,,,33.0,,,,
11136,,52.0,,,,,,54.0,,,,
11137,,52.0,,,,,,37.0,,,,
11138,,44.0,,,,,,31.0,,,,
11139,,67.0,,,,,,45.0,,,,
11140,,56.0,,,,,,38.0,,,,
11141,,45.0,,,,,,33.0,,,,
11142,,49.0,,,,,,54.0,,,,
11143,,53.0,,,,,,33.0,,,,
11144,,50.0,,,,,,35.0,,,,
11145,,50.0,,,,,,41.0,,,,
11146,,53.0,,,,,,40.0,,,,
11147,,55.0,,,,,,52.0,,,,
11148,,47.0,,,,,,39.0,,,,
11149,,51.0,,,,,,36.0,,,,
11150,,48.0,,,,,,41.0,,,,
11151,,52.0,,,,,,69.0,,,,
11152,,53.0,,,,,,81.0,,,,
11153,,53.0,,,,,,58.0,,,,
11154,,57.0,,,,,,36.0,,,,
11155,,50.0,,,,,,44.0,,,,
11156,,54.0,,,,,,39.0,,,,
11157,,52.0,,,,,,38.0,,,,
11158,,51.0,,,,,,27.0,,,,
11159,,50.0,,,,,,48.0,,,,
11160,,55.0,,,,,,35.0,,,,
11161,,50.0,,,,,,31.0,,,,
11162,,52.0,,,,,,26.0,,,,
11163,,58.0,,,,,,28.0,,,,
11164,,58.0,,,,,,20.0,,,,
11165,,50.0,,,,,,52.0,,,,
11166,,52.0,,,,,,47.0,,,,
11167,,61.0,,,,,,34.0,,,,
11168,,51.0,,,,,,34.0,,,,
11169,,51.0,,,,,,48.0,,,,
11170,,53.0,,,,,,39.0,,,,
11171,,50.0,,,,,,48.0,,,,
11172,,53.0,,,,,,30.0,,,,
11173,,51.0,,,,,,40.0,,,,
11174,,66.0,,,,,,34.0,,,,
11175,,51.0,,,,,,35.0,,,,
11176,,53.0,,,,,,37.0,,,,
11177,,50.0,,,,,,44.0,,,,
11178,,54.0,,,,,,41.0,,,,
11179,,50.0,,,,,,41.0,,,,
11180,,52.0,,,,,,35.0,,,,
11181,,54.0,,,,,,37.0,,,,
11182,,51.0,,,,,,38.0,,,,
11183,,55.0,,,,,,53.0,,,,
11184,,52.0,,,,,,37.0,,,,
11185,,51.0,,,,,,43.0,,,,
11186,,46.0,,,,,,34.0,,,,
11187,,48.0,,,,,,61.0,,,,
11188,,52.0,,,,,,37.0,,,,
11189,,54.0,,,,,,36.0,,,,
11190,,54.0,,,,,,54.0,,,,
11191,,55.0,,,,,,35.0,,,,
11192,,49.0,,,,,,34.0,,,,
11193,,50.0,,,,,,39.0,,,,
11194,,51.0,,,,,,38.0,,,,
11195,,52.0,,,,,,41.0,,,,
11196,,55.0,,,,,,42.0,,,,
11197,,53.0,,,,,,33.0,,,,
11198,,54.0,,,,,,36.0,,,,
11199,,62.0,,,,,,34.0,,,,
11200,,58.0,,,,,,33.0,,,,
11201,,52.0,,,,,,39.0,,,,
11202,,57.0,,,,,,47.0,,,,
11203,,56.0,,,,,,41.0,,,,
11204,,51.0,,,,,,49.0,,,,
11205,,58.0,,,,,,28.0,,,,
11206,,48.0,,,,,,44.0,,,,
11207,,67.0,,,,,,35.0,,,,
11208,,51.0,,,,,,39.0,,,,
11209,,46.0,,,,,,35.0,,,,
11210,,54.0,,,,,,44.0,,,,
11211,,51.0,,,,,,25.0,,,,
11212,,53.0,,,,,,24.0,,,,
11213,,46.0,,,,,,46.0,,,,
11214,,54.0,,,,,,38.0,,,,
11215,,54.0,,,,,,38.0,,,,
11216,,49.0,,,,,,29.0,,,,
11217,,52.0,,,,,,33.0,,,,
11218,,55.0,,,,,,37.0,,,,
11219,,50.0,,,,,,48.0,,,,
11220,,50.0,,,,,,46.0,,,,
11221,,54.0,,,,,,48.0,,,,
11222,,64.0,,,,,,50.0,,,,
11223,,58.0,,,,,,34.0,,,,
11224,,54.0,,,,,,32.0,,,,
11225,,55.0,,,,,,47.0,,,,
11226,,51.0,,,,,,27.0,,,,
11227,,50.0,,,,,,46.0,,,,
11228,,48.0,,,,,,40.0,,,,
11229,,49.0,,,,,,33.0,,,,
11230,,53.0,,,,,,42.0,,,,
11231,,49.0,,,,,,29.0,,,,
11232,,53.0,,,,,,45.0,,,,
11233,,44.0,,,,,,57.0,,,,
11234,,59.0,,,,,,40.0,,,,
11235,,47.0,,,,,,37.0,,,,
11236,,49.0,,,,,,34.0,,,,
11237,,49.0,,,,,,31.0,,,,
11238,,50.0,,,,,,35.0,,,,
11239,,58.0,,,,,,36.0,,,,
11240,,53.0,,,,,,44.0,,,,
11241,,48.0,,,,,,41.0,,,,
11242,,57.0,,,,,,59.0,,,,
11243,,56.0,,,,,,44.0,,,,
11244,,44.0,,,,,,22.0,,,,
11245,,52.0,,,,,,35.0,,,,
11246,,50.0,,,,,,33.0,,,,
11247,,56.0,,,,,,37.0,,,,
11248,,45.0,,,,,,62.0,,,,
11249,,55.0,,,,,,46.0,,,,
11250,,57.0,,,,,,43.0,,,,
11251,,52.0,,,,,,39.0,,,,
11252,,52.0,,,,,,41.0,,,,
11253,,53.0,,,,,,39.0,,,,
11254,,64.0,,,,,,34.0,,,,
11255,,55.0,,,,,,57.0,,,,
11256,,49.0,,,,,,41.0,,,,
11257,,79.0,,,,,,33.0,,,,
11258,,44.0,,,,,,41.0,,,,
11259,,60.0,,,,,,55.0,,,,
11260,,58.0,,,,,,36.0,,,,
11261,,56.0,,,,,,29.0,,,,
11262,,47.0,,,,,,39.0,,,,
11263,,53.0,,,,,,43.0,,,,
11264,,62.0,,,,,,34.0,,,,
11265,,55.0,,,,,,32.0,,,,
11266,,53.0,,,,,,41.0,,,,
11267,,51.0,,,,,,53.0,,,,
11268,,50.0,,,,,,37.0,,,,
11269,,51.0,,,,,,34.0,,,,
11270,,53.0,,,,,,39.0,,,,
11271,,57.0,,,,,,77.0,,,,
11272,,57.0,,,,,,39.0,,,,
11273,,54.0,,,,,,37.0,,,,
11274,,52.0,,,,,,47.0,,,,
11275,,47.0,,,,,,38.0,,,,
11276,,57.0,,,,,,32.0,,,,
11277,,50.0,,,,,,49.0,,,,
11278,,53.0,,,,,,28.0,,,,
11279,,59.0,,,,,,38.0,,,,
11280,,50.0,,,,,,46.0,,,,
11281,,51.0,,,,,,31.0,,,,
11282,,52.0,,,,,,38.0,,,,
11283,,52.0,,,,,,34.0,,,,
11284,,55.0,,,,,,44.0,,,,
11285,,55.0,,,,,,27.0,,,,
11286,,53.0,,,,,,40.0,,,,
11287,,55.0,,,,,,34.0,,,,
11288,,52.0,,,,,,47.0,,,,
11289,,49.0,,,,,,53.0,,,,
11290,,52.0,,,,,,40.0,,,,
11291,,55.0,,,,,,38.0,,,,
11292,,53.0,,,,,,50.0,,,,
11293,,54.0,,,,,,36.0,,,,
11294,,56.0,,,,,,54.0,,,,
11295,,51.0,,,,,,34.0,,,,
11296,,58.0,,,,,,34.0,,,,
11297,,57.0,,,,,,37.0,,,,
11298,,54.0,,,,,,39.0,,,,
11299,,52.0,,,,,,51.0,,,,
11300,,58.0,,,,,,36.0,,,,
11301,,51.0,,,,,,44.0,,,,
11302,,51.0,,,,,,51.0,,,,
11303,,63.0,,,,,,52.0,,,,
11304,,56.0,,,,,,52.0,,,,
11305,,50.0,,,,,,40.0,,,,
11306,,63.0,,,,,,44.0,,,,
11307,,62.0,,,,,,41.0,,,,
11308,,49.0,,,,,,52.0,,,,
11309,,52.0,,,,,,32.0,,,,
11310,,52.0,,,,,,37.0,,,,
11311,,53.0,,,,,,42.0,,,,
11312,,62.0,,,,,,42.0,,,,
11313,,55.0,,,,,,44.0,,,,
11314,,54.0,,,,,,34.0,,,,
11315,,60.0,,,,,,31.0,,,,
11316,,60.0,,,,,,35.0,,,,
11317,,56.0,,,,,,60.0,,,,
11318,,53.0,,,,,,42.0,,,,
11319,,52.0,,,,,,31.0,,,,
11320,,54.0,,,,,,45.0,,,,
11321,,62.0,,,,,,27.0,,,,
11322,,60.0,,,,,,41.0,,,,
11323,,54.0,,,,,,41.0,,,,
11324,,53.0,,,,,,38.0,,,,
11325,,52.0,,,,,,41.0,,,,
11326,,53.0,,,,,,47.0,,,,
11327,,54.0,,,,,,53.0,,,,
11328,,52.0,,,,,,32.0,,,,
11329,,59.0,,,,,,40.0,,,,
11330,,56.0,,,,,,42.0,,,,
11331,,54.0,,,,,,43.0,,,,
11332,,53.0,,,,,,61.0,,,,
11333,,53.0,,,,,,51.0,,,,
11334,,57.0,,,,,,39.0,,,,
11335,,58.0,,,,,,42.0,,,,
11336,,53.0,,,,,,32.0,,,,
11337,,55.0,,,,,,45.0,,,,
11338,,53.0,,,,,,28.0,,,,
11339,,67.0,,,,,,41.0,,,,
11340,,53.0,,,,,,38.0,,,,
11341,,51.0,,,,,,46.0,,,,
11342,,63.0,,,,,,46.0,,,,
11343,,55.0,,,,,,38.0,,,,
11344,,58.0,,,,,,33.0,,,,
11345,,50.0,,,,,,56.0,,,,
11346,,51.0,,,,,,38.0,,,,
11347,,61.0,,,,,,33.0,,,,
11348,,48.0,,,,,,25.0,,,,
11349,,62.0,,,,,,59.0,,,,
11350,,62.0,,,,,,52.0,,,,
11351,,51.0,,,,,,43.0,,,,
11352,,48.0,,,,,,43.0,,,,
11353,,49.0,,,,,,49.0,,,,
11354,,51.0,,,,,,38.0,,,,
11355,,52.0,,,,,,50.0,,,,
11356,,56.0,,,,,,51.0,,,,
11357,,49.0,,,,,,33.0,,,,
11358,,55.0,,,,,,68.0,,,,
11359,,58.0,,,,,,34.0,,,,
11360,,54.0,,,,,,26.0,,,,
11361,,48.0,,,,,,47.0,,,,
11362,,51.0,,,,,,44.0,,,,
11363,,56.0,,,,,,35.0,,,,
11364,,52.0,,,,,,39.0,,,,
11365,,47.0,,,,,,57.0,,,,
11366,,58.0,,,,,,56.0,,,,
11367,,55.0,,,,,,57.0,,,,
11368,,51.0,,,,,,45.0,,,,
11369,,53.0,,,,,,36.0,,,,
11370,,61.0,,,,,,41.0,,,,
11371,,51.0,,,,,,35.0,,,,
11372,,53.0,,,,,,50.0,,,,
11373,,64.0,,,,,,36.0,,,,
11374,,51.0,,,,,,75.0,,,,
11375,,54.0,,,,,,36.0,,,,
11376,,53.0,,,,,,43.0,,,,
11377,,47.0,,,,,,48.0,,,,
11378,,53.0,,,,,,35.0,,,,
11379,,57.0,,,,,,37.0,,,,
11380,,50.0,,,,,,34.0,,,,
11381,,60.0,,,,,,90.0,,,,
11382,,76.0,,,,,,27.0,,,,
11383,,83.0,,,,,,46.0,,,,
11384,,53.0,,,,,,35.0,,,,
11385,,46.0,,,,,,35.0,,,,
11386,,52.0,,,,,,37.0,,,,
11387,,54.0,,,,,,42.0,,,,
11388,,52.0,,,,,,43.0,,,,
11389,,54.0,,,,,,35.0,,,,
11390,,51.0,,,,,,42.0,,,,
11391,,54.0,,,,,,38.0,,,,
11392,,75.0,,,,,,51.0,,,,
11393,,54.0,,,,,,38.0,,,,
11394,,57.0,,,,,,36.0,,,,
11395,,52.0,,,,,,37.0,,,,
11396,,55.0,,,,,,43.0,,,,
11397,,56.0,,,,,,36.0,,,,
11398,,50.0,,,,,,48.0,,,,
11399,,67.0,,,,,,38.0,,,,
11400,,46.0,,,,,,39.0,,,,
11401,,51.0,,,,,,49.0,,,,
11402,,56.0,,,,,,35.0,,,,
11403,,50.0,,,,,,36.0,,,,
11404,,50.0,,,,,,69.0,,,,
11405,,50.0,,,,,,33.0,,,,
11406,,47.0,,,,,,37.0,,,,
11407,,51.0,,,,,,35.0,,,,
11408,,56.0,,,,,,36.0,,,,
11409,,56.0,,,,,,38.0,,,,
11410,,52.0,,,,,,25.0,,,,
11411,,53.0,,,,,,26.0,,,,
11412,,48.0,,,,,,39.0,,,,
11413,,53.0,,,,,,44.0,,,,
11414,,50.0,,,,,,50.0,,,,
11415,,52.0,,,,,,31.0,,,,
11416,,58.0,,,,,,49.0,,,,
11417,,63.0,,,,,,41.0,,,,
11418,,53.0,,,,,,34.0,,,,
11419,,52.0,,,,,,36.0,,,,
11420,,59.0,,,,,,60.0,,,,
11421,,54.0,,,,,,40.0,,,,
11422,,58.0,,,,,,41.0,,,,
11423,,56.0,,,,,,42.0,,,,
11424,,58.0,,,,,,33.0,,,,
11425,,53.0,,,,,,47.0,,,,
11426,,51.0,,,,,,35.0,,,,
11427,,51.0,,,,,,47.0,,,,
11428,,48.0,,,,,,33.0,,,,
11429,,55.0,,,,,,38.0,,,,
11430,,55.0,,,,,,36.0,,,,
11431,,60.0,,,,,,40.0,,,,
11432,,49.0,,,,,,39.0,,,,
11433,,52.0,,,,,,43.0,,,,
11434,,59.0,,,,,,33.0,,,,
11435,,53.0,,,,,,35.0,,,,
11436,,59.0,,,,,,32.0,,,,
11437,,54.0,,,,,,44.0,,,,
11438,,56.0,,,,,,32.0,,,,
11439,,52.0,,,,,,43.0,,,,
11440,,54.0,,,,,,36.0,,,,
11441,,55.0,,,,,,38.0,,,,
11442,,51.0,,,,,,44.0,,,,
11443,,50.0,,,,,,58.0,,,,
11444,,54.0,,,,,,42.0,,,,
11445,,55.0,,,,,,33.0,,,,
11446,,61.0,,,,,,43.0,,,,
11447,,51.0,,,,,,32.0,,,,
11448,,53.0,,,,,,33.0,,,,
11449,,56.0,,,,,,45.0,,,,
11450,,53.0,,,,,,39.0,,,,
11451,,51.0,,,,,,51.0,,,,
11452,,53.0,,,,,,35.0,,,,
11453,,60.0,,,,,,36.0,,,,
11454,,54.0,,,,,,39.0,,,,
11455,,52.0,,,,,,46.0,,,,
11456,,52.0,,,,,,35.0,,,,
11457,,72.0,,,,,,40.0,,,,
11458,,51.0,,,,,,33.0,,,,
11459,,55.0,,,,,,34.0,,,,
11460,,56.0,,,,,,34.0,,,,
11461,,57.0,,,,,,56.0,,,,
11462,,59.0,,,,,,44.0,,,,
11463,,60.0,,,,,,34.0,,,,
11464,,58.0,,,,,,50.0,,,,
11465,,52.0,,,,,,39.0,,,,
11466,,62.0,,,,,,34.0,,,,
11467,,66.0,,,,,,32.0,,,,
11468,,58.0,,,,,,45.0,,,,
11469,,60.0,,,,,,33.0,,,,
11470,,50.0,,,,,,60.0,,,,
11471,,51.0,,,,,,40.0,,,,
11472,,46.0,,,,,,32.0,,,,
11473,,60.0,,,,,,39.0,,,,
11474,,53.0,,,,,,48.0,,,,
11475,,52.0,,,,,,36.0,,,,
11476,,52.0,,,,,,26.0,,,,
11477,,58.0,,,,,,41.0,,,,
11478,,57.0,,,,,,36.0,,,,
11479,,52.0,,,,,,33.0,,,,
11480,,48.0,,,,,,52.0,,,,
11481,,49.0,,,,,,42.0,,,,
11482,,55.0,,,,,,34.0,,,,
11483,,57.0,,,,,,33.0,,,,
11484,,57.0,,,,,,29.0,,,,
11485,,56.0,,,,,,56.0,,,,
11486,,52.0,,,,,,34.0,,,,
11487,,55.0,,,,,,40.0,,,,
11488,,59.0,,,,,,41.0,,,,
11489,,66.0,,,,,,32.0,,,,
11490,,48.0,,,,,,24.0,,,,
11491,,50.0,,,,,,35.0,,,,
11492,,53.0,,,,,,39.0,,,,
11493,,55.0,,,,,,38.0,,,,
11494,,47.0,,,,,,41.0,,,,
11495,,53.0,,,,,,35.0,,,,
11496,,60.0,,,,,,28.0,,,,
11497,,48.0,,,,,,52.0,,,,
11498,,54.0,,,,,,37.0,,,,
11499,,56.0,,,,,,43.0,,,,
11500,,69.0,,,,,,32.0,,,,
11501,,54.0,,,,,,51.0,,,,
11502,,51.0,,,,,,36.0,,,,
11503,,56.0,,,,,,31.0,,,,
11504,,54.0,,,,,,50.0,,,,
11505,,64.0,,,,,,29.0,,,,
11506,,52.0,,,,,,43.0,,,,
11507,,57.0,,,,,,51.0,,,,
11508,,63.0,,,,,,35.0,,,,
11509,,61.0,,,,,,63.0,,,,
11510,,65.0,,,,,,35.0,,,,
11511,,55.0,,,,,,31.0,,,,
11512,,56.0,,,,,,32.0,,,,
11513,,64.0,,,,,,40.0,,,,
11514,,60.0,,,,,,50.0,,,,
11515,,60.0,,,,,,44.0,,,,
11516,,53.0,,,,,,34.0,,,,
11517,,56.0,,,,,,41.0,,,,
11518,,53.0,,,,,,45.0,,,,
11519,,55.0,,,,,,38.0,,,,
11520,,59.0,,,,,,69.0,,,,
11521,,53.0,,,,,,47.0,,,,
11522,,58.0,,,,,,26.0,,,,
11523,,57.0,,,,,,46.0,,,,
11524,,56.0,,,,,,41.0,,,,
11525,,64.0,,,,,,28.0,,,,
11526,,61.0,,,,,,36.0,,,,
11527,,65.0,,,,,,37.0,,,,
11528,,52.0,,,,,,33.0,,,,
11529,,56.0,,,,,,37.0,,,,
11530,,51.0,,,,,,49.0,,,,
11531,,64.0,,,,,,58.0,,,,
11532,,60.0,,,,,,47.0,,,,
11533,,61.0,,,,,,36.0,,,,
11534,,58.0,,,,,,57.0,,,,
11535,,55.0,,,,,,33.0,,,,
11536,,59.0,,,,,,40.0,,,,
11537,,53.0,,,,,,40.0,,,,
11538,,63.0,,,,,,46.0,,,,
11539,,62.0,,,,,,29.0,,,,
11540,,61.0,,,,,,43.0,,,,
11541,,66.0,,,,,,37.0,,,,
11542,,56.0,,,,,,45.0,,,,
11543,,55.0,,,,,,26.0,,,,
11544,,64.0,,,,,,67.0,,,,
11545,,59.0,,,,,,53.0,,,,
11546,,59.0,,,,,,36.0,,,,
11547,,67.0,,,,,,37.0,,,,
11548,,45.0,,,,,,35.0,,,,
11549,,57.0,,,,,,58.0,,,,
11550,,59.0,,,,,,35.0,,,,
11551,,59.0,,,,,,44.0,,,,
11552,,63.0,,,,,,46.0,,,,
11553,,61.0,,,,,,37.0,,,,
11554,,57.0,,,,,,32.0,,,,
11555,,60.0,,,,,,32.0,,,,
11556,,56.0,,,,,,50.0,,,,
11557,,57.0,,,,,,35.0,,,,
11558,,59.0,,,,,,57.0,,,,
11559,,60.0,,,,,,38.0,,,,
11560,,61.0,,,,,,36.0,,,,
11561,,67.0,,,,,,34.0,,,,
11562,,66.0,,,,,,25.0,,,,
11563,,61.0,,,,,,47.0,,,,
11564,,60.0,,,,,,34.0,,,,
11565,,63.0,,,,,,46.0,,,,
11566,,60.0,,,,,,42.0,,,,
11567,,62.0,,,,,,31.0,,,,
11568,,68.0,,,,,,43.0,,,,
11569,,59.0,,,,,,46.0,,,,
11570,,64.0,,,,,,51.0,,,,
11571,,62.0,,,,,,37.0,,,,
11572,,54.0,,,,,,29.0,,,,
11573,,59.0,,,,,,37.0,,,,
11574,,69.0,,,,,,38.0,,,,
11575,,55.0,,,,,,50.0,,,,
11576,,56.0,,,,,,42.0,,,,
11577,,55.0,,,,,,41.0,,,,
11578,,59.0,,,,,,42.0,,,,
11579,,68.0,,,,,,42.0,,,,
11580,,50.0,,,,,,55.0,,,,
11581,,52.0,,,,,,30.0,,,,
11582,,63.0,,,,,,45.0,,,,
11583,,56.0,,,,,,30.0,,,,
11584,,56.0,,,,,,34.0,,,,
11585,,71.0,,,,,,39.0,,,,
11586,,49.0,,,,,,37.0,,,,
11587,,58.0,,,,,,39.0,,,,
11588,,52.0,,,,,,34.0,,,,
11589,,54.0,,,,,,35.0,,,,
11590,,61.0,,,,,,36.0,,,,
11591,,55.0,,,,,,25.0,,,,
11592,,60.0,,,,,,45.0,,,,
11593,,57.0,,,,,,34.0,,,,
11594,,65.0,,,,,,30.0,,,,
11595,,53.0,,,,,,34.0,,,,
11596,,54.0,,,,,,29.0,,,,
11597,,49.0,,,,,,33.0,,,,
11598,,46.0,,,,,,53.0,,,,
11599,,54.0,,,,,,28.0,,,,
11600,,52.0,,,,,,40.0,,,,
11601,,61.0,,,,,,41.0,,,,
11602,,58.0,,,,,,31.0,,,,
11603,,51.0,,,,,,44.0,,,,
11604,,54.0,,,,,,50.0,,,,
11605,,55.0,,,,,,40.0,,,,
11606,,50.0,,,,,,42.0,,,,
11607,,63.0,,,,,,42.0,,,,
11608,,55.0,,,,,,40.0,,,,
11609,,73.0,,,,,,36.0,,,,
11610,,53.0,,,,,,42.0,,,,
11611,,60.0,,,,,,44.0,,,,
11612,,52.0,,,,,,58.0,,,,
11613,,46.0,,,,,,45.0,,,,
11614,,62.0,,,,,,37.0,,,,
11615,,52.0,,,,,,28.0,,,,
11616,,55.0,,,,,,36.0,,,,
11617,,50.0,,,,,,46.0,,,,
11618,,59.0,,,,,,49.0,,,,
11619,,52.0,,,,,,41.0,,,,
11620,,54.0,,,,,,32.0,,,,
11621,,61.0,,,,,,44.0,,,,
11622,,54.0,,,,,,37.0,,,,
11623,,58.0,,,,,,48.0,,,,
11624,,59.0,,,,,,39.0,,,,
11625,,54.0,,,,,,34.0,,,,
11626,,59.0,,,,,,59.0,,,,
11627,,67.0,,,,,,39.0,,,,
11628,,63.0,,,,,,41.0,,,,
11629,,61.0,,,,,,50.0,,,,
11630,,53.0,,,,,,41.0,,,,
11631,,48.0,,,,,,38.0,,,,
11632,,64.0,,,,,,62.0,,,,
11633,,55.0,,,,,,40.0,,,,
11634,,56.0,,,,,,47.0,,,,
11635,,55.0,,,,,,34.0,,,,
11636,,66.0,,,,,,33.0,,,,
11637,,50.0,,,,,,36.0,,,,
11638,,54.0,,,,,,29.0,,,,
11639,,50.0,,,,,,74.0,,,,
11640,,55.0,,,,,,56.0,,,,
11641,,56.0,,,,,,53.0,,,,
11642,,62.0,,,,,,56.0,,,,
11643,,57.0,,,,,,36.0,,,,
11644,,60.0,,,,,,64.0,,,,
11645,,54.0,,,,,,39.0,,,,
11646,,58.0,,,,,,45.0,,,,
11647,,53.0,,,,,,46.0,,,,
11648,,66.0,,,,,,49.0,,,,
11649,,55.0,,,,,,37.0,,,,
11650,,56.0,,,,,,38.0,,,,
11651,,61.0,,,,,,1.0,,,,
11652,,53.0,,,,,,42.0,,,,
11653,,62.0,,,,,,2.0,,,,
11654,,58.0,,,,,,40.0,,,,
11655,,59.0,,,,,,38.0,,,,
11656,,51.0,,,,,,40.0,,,,
11657,,56.0,,,,,,34.0,,,,
11658,,63.0,,,,,,50.0,,,,
11659,,53.0,,,,,,36.0,,,,
11660,,47.0,,,,,,38.0,,,,
11661,,49.0,,,,,,38.0,,,,
11662,,50.0,,,,,,40.0,,,,
11663,,55.0,,,,,,37.0,,,,
11664,,52.0,,,,,,34.0,,,,
11665,,65.0,,,,,,43.0,,,,
11666,,53.0,,,,,,39.0,,,,
11667,,54.0,,,,,,37.0,,,,
11668,,55.0,,,,,,39.0,,,,
11669,,56.0,,,,,,63.0,,,,
11670,,57.0,,,,,,37.0,,,,
11671,,59.0,,,,,,34.0,,,,
11672,,56.0,,,,,,34.0,,,,
11673,,59.0,,,,,,36.0,,,,
11674,,53.0,,,,,,39.0,,,,
11675,,54.0,,,,,,42.0,,,,
11676,,54.0,,,,,,37.0,,,,
11677,,56.0,,,,,,35.0,,,,
11678,,65.0,,,,,,33.0,,,,
11679,,57.0,,,,,,50.0,,,,
11680,,54.0,,,,,,29.0,,,,
11681,,60.0,,,,,,38.0,,,,
11682,,55.0,,,,,,35.0,,,,
11683,,57.0,,,,,,36.0,,,,
11684,,62.0,,,,,,31.0,,,,
11685,,56.0,,,,,,35.0,,,,
11686,,53.0,,,,,,31.0,,,,
11687,,56.0,,,,,,58.0,,,,
11688,,50.0,,,,,,50.0,,,,
11689,,46.0,,,,,,32.0,,,,
11690,,51.0,,,,,,32.0,,,,
11691,,52.0,,,,,,35.0,,,,
11692,,59.0,,,,,,52.0,,,,
11693,,51.0,,,,,,25.0,,,,
11694,,55.0,,,,,,36.0,,,,
11695,,55.0,,,,,,34.0,,,,
11696,,47.0,,,,,,45.0,,,,
11697,,55.0,,,,,,30.0,,,,
11698,,53.0,,,,,,30.0,,,,
11699,,58.0,,,,,,38.0,,,,
11700,,52.0,,,,,,39.0,,,,
11701,,51.0,,,,,,47.0,,,,
11702,,49.0,,,,,,30.0,,,,
11703,,72.0,,,,,,38.0,,,,
11704,,57.0,,,,,,31.0,,,,
11705,,53.0,,,,,,32.0,,,,
11706,,55.0,,,,,,44.0,,,,
11707,,60.0,,,,,,41.0,,,,
11708,,67.0,,,,,,41.0,,,,
11709,,57.0,,,,,,31.0,,,,
11710,,58.0,,,,,,50.0,,,,
11711,,60.0,,,,,,34.0,,,,
11712,,53.0,,,,,,47.0,,,,
11713,,51.0,,,,,,34.0,,,,
11714,,59.0,,,,,,51.0,,,,
11715,,60.0,,,,,,36.0,,,,
11716,,60.0,,,,,,39.0,,,,
11717,,53.0,,,,,,32.0,,,,
11718,,67.0,,,,,,42.0,,,,
11719,,53.0,,,,,,57.0,,,,
11720,,54.0,,,,,,64.0,,,,
11721,,55.0,,,,,,51.0,,,,
11722,,60.0,,,,,,38.0,,,,
11723,,55.0,,,,,,39.0,,,,
11724,,61.0,,,,,,23.0,,,,
11725,,50.0,,,,,,32.0,,,,
11726,,56.0,,,,,,33.0,,,,
11727,,49.0,,,,,,41.0,,,,
11728,,54.0,,,,,,32.0,,,,
11729,,57.0,,,,,,33.0,,,,
11730,,50.0,,,,,,46.0,,,,
11731,,58.0,,,,,,31.0,,,,
11732,,53.0,,,,,,33.0,,,,
11733,,58.0,,,,,,51.0,,,,
11734,,53.0,,,,,,36.0,,,,
11735,,52.0,,,,,,32.0,,,,
11736,,53.0,,,,,,57.0,,,,
11737,,53.0,,,,,,31.0,,,,
11738,,52.0,,,,,,36.0,,,,
11739,,53.0,,,,,,55.0,,,,
11740,,45.0,,,,,,39.0,,,,
11741,,55.0,,,,,,34.0,,,,
11742,,55.0,,,,,,39.0,,,,
11743,,57.0,,,,,,37.0,,,,
11744,,55.0,,,,,,34.0,,,,
11745,,47.0,,,,,,33.0,,,,
11746,,49.0,,,,,,34.0,,,,
11747,,56.0,,,,,,44.0,,,,
11748,,75.0,,,,,,36.0,,,,
11749,,50.0,,,,,,33.0,,,,
11750,,53.0,,,,,,40.0,,,,
11751,,59.0,,,,,,30.0,,,,
11752,,56.0,,,,,,53.0,,,,
11753,,57.0,,,,,,34.0,,,,
11754,,61.0,,,,,,34.0,,,,
11755,,58.0,,,,,,33.0,,,,
11756,,57.0,,,,,,47.0,,,,
11757,,52.0,,,,,,60.0,,,,
11758,,57.0,,,,,,47.0,,,,
11759,,71.0,,,,,,40.0,,,,
11760,,51.0,,,,,,52.0,,,,
11761,,60.0,,,,,,28.0,,,,
11762,,46.0,,,,,,37.0,,,,
11763,,58.0,,,,,,44.0,,,,
11764,,60.0,,,,,,34.0,,,,
11765,,57.0,,,,,,32.0,,,,
11766,,56.0,,,,,,33.0,,,,
11767,,55.0,,,,,,41.0,,,,
11768,,66.0,,,,,,45.0,,,,
11769,,53.0,,,,,,40.0,,,,
11770,,55.0,,,,,,44.0,,,,
11771,,54.0,,,,,,33.0,,,,
11772,,51.0,,,,,,28.0,,,,
11773,,61.0,,,,,,49.0,,,,
11774,,55.0,,,,,,42.0,,,,
11775,,60.0,,,,,,43.0,,,,
11776,,53.0,,,,,,31.0,,,,
11777,,57.0,,,,,,32.0,,,,
11778,,58.0,,,,,,33.0,,,,
